nohup: ignoring input
------------------------------------------------------------
Sherpa-onnx 并行 RTF 测试 (并发数: 48)
加载模型: encoder-epoch-99-avg-1.int8.onnx
模型加载完成。
------------------------------------------------------------
正在扫描文件列表: /opt/Audio_Datasets/LibriSpeech_WAV/test-clean ...
共找到 2620 个音频文件。开始并行处理...
文件名                                      | 时长(s)    | 耗时(s)    | 实时率(RTF)
8463-287645-0004.wav                     | 6.10     | 4.9012   | 0.8035  
8463-294825-0010.wav                     | 4.58     | 3.7540   | 0.8196  
8463-294825-0000.wav                     | 2.69     | 1.9396   | 0.7197  
121-127105-0024.wav                      | 14.45    | 12.7575  | 0.8829  
121-127105-0023.wav                      | 10.91    | 9.4636   | 0.8674  
8463-294825-0017.wav                     | 2.35     | 1.9501   | 0.8298  
8463-294825-0019.wav                     | 3.39     | 2.6321   | 0.7764  
121-127105-0000.wav                      | 9.88     | 8.1466   | 0.8250  
7729-102255-0011.wav                     | 20.36    | 20.5603  | 1.0101  
8463-294825-0004.wav                     | 3.68     | 3.0726   | 0.8349  
8463-294825-0016.wav                     | 4.47     | 3.4167   | 0.7635  
121-127105-0035.wav                      | 14.15    | 12.2049  | 0.8625  
7729-102255-0008.wav                     | 19.07    | 19.1243  | 1.0031  
8463-294828-0026.wav                     | 2.75     | 1.9380   | 0.7060  
8463-294828-0030.wav                     | 2.69     | 1.9931   | 0.7396  
121-123859-0004.wav                      | 9.51     | 8.1820   | 0.8608  
8463-287645-0006.wav                     | 7.71     | 6.5402   | 0.8483  
8463-287645-0011.wav                     | 6.38     | 5.6441   | 0.8847  
8463-294825-0012.wav                     | 5.97     | 4.7475   | 0.7959  
121-123859-0003.wav                      | 10.82    | 8.9649   | 0.8282  
8463-294828-0004.wav                     | 2.34     | 1.8865   | 0.8062  
8463-294828-0021.wav                     | 2.73     | 1.6181   | 0.5916  
121-127105-0027.wav                      | 13.87    | 12.1831  | 0.8784  
121-127105-0020.wav                      | 14.36    | 12.4568  | 0.8678  
8463-287645-0003.wav                     | 7.91     | 6.7426   | 0.8530  
8463-294828-0000.wav                     | 3.62     | 2.4629   | 0.6813  
8463-294828-0034.wav                     | 3.50     | 2.7462   | 0.7835  
8463-294828-0018.wav                     | 2.94     | 1.8761   | 0.6370  
8463-294825-0005.wav                     | 7.70     | 6.1667   | 0.8009  
8463-294828-0008.wav                     | 2.65     | 2.0522   | 0.7744  
8463-294828-0032.wav                     | 4.39     | 3.4369   | 0.7820  
121-127105-0025.wav                      | 16.07    | 13.1164  | 0.8165  
8463-294828-0024.wav                     | 1.98     | 1.3006   | 0.6585  
8463-294828-0036.wav                     | 6.99     | 5.3594   | 0.7673  
8463-294828-0029.wav                     | 5.29     | 4.1455   | 0.7844  
8463-294825-0001.wav                     | 7.80     | 6.5679   | 0.8415  
8463-294828-0025.wav                     | 1.99     | 1.3597   | 0.6832  
8463-294828-0011.wav                     | 3.91     | 2.8061   | 0.7177  
8463-294828-0019.wav                     | 4.53     | 3.3977   | 0.7500  
8463-294828-0027.wav                     | 5.98     | 4.1113   | 0.6875  
8463-294828-0020.wav                     | 5.92     | 4.6031   | 0.7782  
8463-294828-0005.wav                     | 2.44     | 1.9426   | 0.7962  
8463-287645-0002.wav                     | 12.92    | 10.0310  | 0.7764  
8463-294828-0016.wav                     | 3.29     | 2.4695   | 0.7495  
8463-294828-0022.wav                     | 2.35     | 1.9533   | 0.8294  
8463-294825-0003.wav                     | 9.94     | 8.3456   | 0.8400  
8463-294825-0002.wav                     | 10.56    | 8.9379   | 0.8464  
8463-294828-0037.wav                     | 5.37     | 4.1318   | 0.7694  
8463-294828-0009.wav                     | 4.17     | 3.5638   | 0.8546  
8463-294828-0028.wav                     | 7.92     | 6.6183   | 0.8362  
8463-294828-0002.wav                     | 6.19     | 5.1707   | 0.8353  
8463-294828-0001.wav                     | 9.19     | 6.9811   | 0.7596  
8463-294825-0006.wav                     | 11.13    | 9.3987   | 0.8441  
8463-294828-0010.wav                     | 8.34     | 6.5201   | 0.7818  
8463-294828-0014.wav                     | 5.72     | 4.7468   | 0.8291  
121-123859-0000.wav                      | 17.39    | 14.1133  | 0.8116  
8463-294828-0033.wav                     | 6.37     | 5.1761   | 0.8132  
8463-294828-0015.wav                     | 4.88     | 4.2714   | 0.8753  
121-123852-0004.wav                      | 16.29    | 13.5713  | 0.8331  
8463-294828-0023.wav                     | 4.75     | 4.5491   | 0.9587  
8463-294828-0012.wav                     | 4.91     | 4.3191   | 0.8805  
8463-294828-0017.wav                     | 9.30     | 7.3737   | 0.7929  
8463-287645-0005.wav                     | 15.97    | 13.7070  | 0.8580  
8230-279154-0008.wav                     | 3.62     | 2.9297   | 0.8093  
8230-279154-0032.wav                     | 3.88     | 3.0605   | 0.7888  
8463-294828-0006.wav                     | 7.32     | 6.4260   | 0.8779  
121-123852-0002.wav                      | 17.29    | 14.8181  | 0.8573  
8463-294828-0013.wav                     | 7.20     | 6.6614   | 0.9252  
121-123852-0000.wav                      | 17.70    | 14.9479  | 0.8448  
8230-279154-0036.wav                     | 3.23     | 2.8863   | 0.8922  
8463-294828-0007.wav                     | 12.96    | 10.9708  | 0.8465  
8463-294828-0003.wav                     | 9.34     | 7.9036   | 0.8462  
8463-294828-0031.wav                     | 7.76     | 6.8428   | 0.8812  
8230-279154-0024.wav                     | 6.34     | 5.3858   | 0.8495  
8230-279154-0022.wav                     | 6.44     | 5.6580   | 0.8786  
8230-279154-0023.wav                     | 6.26     | 5.5623   | 0.8878  
8230-279154-0011.wav                     | 6.25     | 5.3564   | 0.8570  
8230-279154-0012.wav                     | 3.64     | 3.3391   | 0.9173  
8230-279154-0030.wav                     | 7.28     | 5.9603   | 0.8187  
8463-294825-0013.wav                     | 17.64    | 14.1605  | 0.8027  
8230-279154-0039.wav                     | 4.59     | 4.3250   | 0.9423  
8230-279154-0000.wav                     | 8.80     | 8.3694   | 0.9505  
8230-279154-0003.wav                     | 3.19     | 2.5633   | 0.8023  
8230-279154-0035.wav                     | 7.55     | 6.2180   | 0.8230  
8230-279154-0021.wav                     | 6.56     | 5.8948   | 0.8986  
121-123859-0001.wav                      | 25.39    | 19.5640  | 0.7704  
8230-279154-0015.wav                     | 8.05     | 7.1032   | 0.8824  
8230-279154-0016.wav                     | 10.60    | 8.9546   | 0.8448  
8230-279154-0006.wav                     | 7.51     | 6.7300   | 0.8961  
8463-294828-0035.wav                     | 14.96    | 12.7279  | 0.8511  
5105-28241-0014.wav                      | 3.00     | 2.4515   | 0.8185  
8230-279154-0005.wav                     | 7.72     | 6.3929   | 0.8281  
8463-294828-0038.wav                     | 13.14    | 11.6788  | 0.8888  
8230-279154-0014.wav                     | 7.94     | 6.7469   | 0.8497  
8463-287645-0007.wav                     | 21.50    | 18.4565  | 0.8584  
5105-28241-0007.wav                      | 1.88     | 1.2680   | 0.6745  
121-123852-0003.wav                      | 23.50    | 20.5267  | 0.8733  
8230-279154-0028.wav                     | 11.56    | 9.6304   | 0.8331  
8230-279154-0031.wav                     | 12.66    | 9.8312   | 0.7763  
5105-28241-0010.wav                      | 2.31     | 1.8140   | 0.7853  
8463-294825-0007.wav                     | 21.05    | 18.0006  | 0.8551  
8230-279154-0029.wav                     | 8.54     | 7.3914   | 0.8655  
8230-279154-0033.wav                     | 11.69    | 10.6242  | 0.9088  
8463-294825-0009.wav                     | 20.00    | 17.0420  | 0.8519  
8230-279154-0017.wav                     | 7.93     | 6.7078   | 0.8459  
8230-279154-0004.wav                     | 14.06    | 12.0509  | 0.8571  
8230-279154-0026.wav                     | 9.30     | 7.4104   | 0.7968  
5105-28241-0003.wav                      | 3.98     | 3.5843   | 0.9006  
8230-279154-0034.wav                     | 14.51    | 12.1909  | 0.8402  
5105-28241-0019.wav                      | 5.29     | 4.0871   | 0.7726  
8230-279154-0020.wav                     | 7.83     | 6.2979   | 0.8038  
5105-28241-0006.wav                      | 7.55     | 6.3547   | 0.8417  
5105-28241-0013.wav                      | 4.82     | 3.8876   | 0.8066  
5105-28233-0004.wav                      | 4.74     | 3.8986   | 0.8234  
5105-28241-0000.wav                      | 6.46     | 5.0042   | 0.7752  
8230-279154-0027.wav                     | 11.13    | 9.7743   | 0.8778  
5105-28241-0012.wav                      | 6.78     | 6.0915   | 0.8991  
8230-279154-0018.wav                     | 11.85    | 9.7717   | 0.8250  
8230-279154-0041.wav                     | 14.95    | 12.8936  | 0.8627  
8230-279154-0009.wav                     | 16.91    | 14.9008  | 0.8812  
5105-28233-0001.wav                      | 4.49     | 4.2543   | 0.9475  
5105-28233-0000.wav                      | 4.51     | 4.4352   | 0.9834  
5105-28233-0006.wav                      | 5.50     | 5.4768   | 0.9949  
121-123859-0002.wav                      | 30.04    | 26.4744  | 0.8813  
8230-279154-0040.wav                     | 16.70    | 15.1082  | 0.9050  
8230-279154-0010.wav                     | 15.19    | 15.4771  | 1.0189  
5105-28241-0009.wav                      | 7.01     | 6.5778   | 0.9383  
5105-28241-0016.wav                      | 6.29     | 6.7906   | 1.0804  
5105-28240-0014.wav                      | 3.07     | 3.8047   | 1.2393  
5105-28240-0013.wav                      | 2.96     | 3.1000   | 1.0473  
5105-28240-0002.wav                      | 4.01     | 4.9423   | 1.2325  
8230-279154-0013.wav                     | 14.56    | 14.3253  | 0.9839  
5105-28240-0010.wav                      | 2.94     | 3.4191   | 1.1649  
5105-28240-0018.wav                      | 2.88     | 3.4458   | 1.1944  
5105-28241-0008.wav                      | 8.54     | 8.3735   | 0.9805  
8230-279154-0001.wav                     | 17.38    | 16.2554  | 0.9353  
5105-28241-0005.wav                      | 8.41     | 8.5335   | 1.0141  
5105-28240-0000.wav                      | 5.46     | 6.5795   | 1.2061  
5105-28240-0020.wav                      | 2.30     | 2.6340   | 1.1452  
5105-28240-0003.wav                      | 5.51     | 7.0850   | 1.2847  
5105-28240-0016.wav                      | 4.17     | 4.9940   | 1.1976  
5105-28241-0017.wav                      | 12.76    | 13.4485  | 1.0544  
5105-28240-0004.wav                      | 6.01     | 6.5081   | 1.0820  
8230-279154-0019.wav                     | 18.14    | 18.0389  | 0.9942  
5105-28233-0002.wav                      | 8.29     | 10.0470  | 1.2127  
5105-28240-0005.wav                      | 7.40     | 8.8650   | 1.1980  
4077-13751-0019.wav                      | 2.92     | 3.7096   | 1.2704  
4077-13751-0013.wav                      | 4.32     | 4.5777   | 1.0609  
5105-28240-0019.wav                      | 6.24     | 8.4891   | 1.3604  
5105-28240-0022.wav                      | 4.72     | 6.1799   | 1.3079  
5105-28240-0017.wav                      | 5.67     | 8.1045   | 1.4306  
5105-28240-0012.wav                      | 4.73     | 5.4623   | 1.1548  
5105-28233-0005.wav                      | 11.39    | 12.5288  | 1.1000  
5105-28241-0018.wav                      | 12.83    | 15.2262  | 1.1868  
8230-279154-0007.wav                     | 15.90    | 16.8607  | 1.0601  
8230-279154-0037.wav                     | 20.54    | 23.2562  | 1.1325  
5105-28241-0002.wav                      | 10.96    | 14.0680  | 1.2836  
5105-28240-0011.wav                      | 6.02     | 8.4175   | 1.3983  
5105-28240-0015.wav                      | 8.53     | 10.3136  | 1.2098  
5105-28240-0007.wav                      | 4.62     | 5.8541   | 1.2658  
5105-28241-0011.wav                      | 13.71    | 14.7773  | 1.0778  
8230-279154-0002.wav                     | 16.48    | 18.1192  | 1.0998  
8230-279154-0025.wav                     | 21.78    | 24.0978  | 1.1064  
5105-28233-0008.wav                      | 10.73    | 13.1411  | 1.2247  
5105-28240-0024.wav                      | 8.20     | 8.1153   | 0.9897  
8230-279154-0042.wav                     | 18.76    | 19.2036  | 1.0236  
4077-13751-0010.wav                      | 6.72     | 7.7148   | 1.1480  
5105-28233-0010.wav                      | 13.60    | 15.4422  | 1.1359  
4077-13754-0001.wav                      | 3.77     | 2.6408   | 0.7005  
8230-279154-0038.wav                     | 22.49    | 21.8597  | 0.9720  
4077-13751-0017.wav                      | 5.09     | 4.3972   | 0.8630  
5105-28233-0009.wav                      | 14.60    | 16.8792  | 1.1565  
5105-28233-0003.wav                      | 14.81    | 16.0286  | 1.0823  
4077-13754-0003.wav                      | 5.68     | 4.5898   | 0.8081  
5105-28241-0004.wav                      | 17.41    | 18.8486  | 1.0823  
4077-13751-0002.wav                      | 9.75     | 8.3166   | 0.8530  
5105-28240-0009.wav                      | 11.65    | 13.2885  | 1.1406  
5105-28240-0008.wav                      | 11.48    | 12.4220  | 1.0821  
4970-29093-0017.wav                      | 2.87     | 2.2395   | 0.7817  
5105-28240-0021.wav                      | 12.46    | 12.9277  | 1.0379  
4077-13751-0020.wav                      | 10.29    | 9.8442   | 0.9562  
4077-13754-0000.wav                      | 4.78     | 3.9924   | 0.8352  
4077-13751-0001.wav                      | 8.74     | 7.2574   | 0.8299  
4077-13751-0012.wav                      | 12.02    | 12.3926  | 1.0314  
4077-13754-0004.wav                      | 4.99     | 4.1978   | 0.8421  
5105-28241-0001.wav                      | 21.02    | 21.9466  | 1.0443  
5105-28240-0006.wav                      | 13.88    | 14.5257  | 1.0465  
4077-13751-0000.wav                      | 9.56     | 8.3624   | 0.8747  
4970-29093-0008.wav                      | 3.58     | 2.4071   | 0.6724  
4077-13751-0011.wav                      | 11.43    | 10.2956  | 0.9011  
4970-29093-0021.wav                      | 2.42     | 1.9443   | 0.8018  
5105-28240-0001.wav                      | 16.07    | 14.9442  | 0.9302  
4077-13751-0008.wav                      | 10.55    | 9.0321   | 0.8557  
4970-29093-0015.wav                      | 3.33     | 2.6595   | 0.7998  
8230-279154-0043.wav                     | 24.48    | 25.2758  | 1.0323  
5105-28240-0023.wav                      | 17.57    | 17.3225  | 0.9859  
4970-29093-0020.wav                      | 5.58     | 4.5362   | 0.8129  
4077-13751-0015.wav                      | 13.47    | 13.4151  | 0.9956  
4077-13751-0009.wav                      | 12.15    | 10.9289  | 0.8995  
4970-29093-0016.wav                      | 2.23     | 1.4535   | 0.6518  
4077-13754-0009.wav                      | 7.65     | 6.6299   | 0.8667  
4077-13751-0016.wav                      | 14.52    | 14.9688  | 1.0313  
4970-29093-0007.wav                      | 7.00     | 5.6786   | 0.8118  
4077-13751-0014.wav                      | 12.61    | 10.7973  | 0.8562  
4077-13751-0006.wav                      | 13.06    | 11.2373  | 0.8601  
