nohup: ignoring input
--------------------------------------------------
正在初始化 Sherpa-onnx (RTF 性能测试)...
加载模型:
  Enc: encoder-epoch-99-avg-1.int8.onnx
  Dec: decoder-epoch-99-avg-1.onnx
  Join: joiner-epoch-99-avg-1.onnx
模型加载完成。
--------------------------------------------------
开始遍历数据集: /opt/Audio_Datasets/LibriSpeech_WAV/test-clean
文件名                                      | 音频时长(s)    | 推理耗时(s)    | 实时率(RTF)  
121-123859-0002.wav                      | 30.04      | 2.8497     | 0.0949    
121-123859-0004.wav                      | 9.51       | 0.8798     | 0.0926    
121-123852-0004.wav                      | 16.29      | 1.5445     | 0.0948    
121-123852-0003.wav                      | 23.50      | 2.2492     | 0.0957    
121-123852-0002.wav                      | 17.29      | 1.6478     | 0.0953    
121-123852-0001.wav                      | 1.87       | 0.1538     | 0.0822    
121-123852-0000.wav                      | 17.70      | 1.7216     | 0.0973    
8463-287645-0008.wav                     | 3.33       | 0.3237     | 0.0973    
8463-287645-0009.wav                     | 3.71       | 0.3377     | 0.0910    
8463-287645-0013.wav                     | 6.67       | 0.6231     | 0.0935    
8463-287645-0005.wav                     | 15.97      | 1.5306     | 0.0958    
8463-287645-0012.wav                     | 5.42       | 0.5105     | 0.0941    
8463-287645-0014.wav                     | 3.02       | 0.3032     | 0.1004    
8463-287645-0010.wav                     | 4.33       | 0.4081     | 0.0943    
8463-287645-0000.wav                     | 4.73       | 0.4343     | 0.0918    
8463-287645-0002.wav                     | 12.92      | 1.2503     | 0.0968    
8463-287645-0004.wav                     | 6.10       | 0.5579     | 0.0915    
8463-287645-0001.wav                     | 3.54       | 0.3191     | 0.0900    
8463-287645-0006.wav                     | 7.71       | 0.7240     | 0.0939    
8463-287645-0007.wav                     | 21.50      | 2.0619     | 0.0959    
8463-287645-0003.wav                     | 7.91       | 0.7483     | 0.0947    
8463-287645-0011.wav                     | 6.38       | 0.5961     | 0.0934    
8463-294825-0002.wav                     | 10.56      | 1.0044     | 0.0951    
8463-294825-0010.wav                     | 4.58       | 0.4284     | 0.0935    
8463-294825-0014.wav                     | 2.42       | 0.2168     | 0.0898    
8463-294825-0011.wav                     | 2.18       | 0.1875     | 0.0860    
8463-294825-0015.wav                     | 3.25       | 0.2786     | 0.0857    
8463-294825-0007.wav                     | 21.05      | 1.9890     | 0.0945    
8463-294825-0006.wav                     | 11.13      | 1.0409     | 0.0935    
8463-294825-0008.wav                     | 3.98       | 0.3644     | 0.0916    
8463-294825-0003.wav                     | 9.94       | 0.9205     | 0.0927    
8463-294825-0005.wav                     | 7.70       | 0.7050     | 0.0916    
8463-294825-0018.wav                     | 2.94       | 0.2483     | 0.0846    
8463-294825-0012.wav                     | 5.97       | 0.5458     | 0.0915    
8463-294825-0001.wav                     | 7.80       | 0.7401     | 0.0948    
8463-294825-0016.wav                     | 4.47       | 0.3934     | 0.0879    
8463-294825-0004.wav                     | 3.68       | 0.3357     | 0.0912    
8463-294825-0019.wav                     | 3.39       | 0.3057     | 0.0902    
8463-294825-0013.wav                     | 17.64      | 1.6551     | 0.0938    
8463-294825-0009.wav                     | 20.00      | 1.9094     | 0.0954    
8463-294825-0000.wav                     | 2.69       | 0.2441     | 0.0906    
8463-294825-0017.wav                     | 2.35       | 0.2127     | 0.0905    
8463-294828-0036.wav                     | 6.99       | 0.6424     | 0.0920    
8463-294828-0001.wav                     | 9.19       | 0.8600     | 0.0936    
8463-294828-0007.wav                     | 12.96      | 1.2221     | 0.0943    
8463-294828-0028.wav                     | 7.92       | 0.7694     | 0.0972    
8463-294828-0026.wav                     | 2.75       | 0.2493     | 0.0908    
8463-294828-0030.wav                     | 2.69       | 0.2472     | 0.0917    
8463-294828-0010.wav                     | 8.34       | 0.7927     | 0.0951    
8463-294828-0032.wav                     | 4.39       | 0.3936     | 0.0896    
8463-294828-0029.wav                     | 5.29       | 0.4913     | 0.0930    
8463-294828-0034.wav                     | 3.50       | 0.3022     | 0.0862    
8463-294828-0020.wav                     | 5.92       | 0.5470     | 0.0925    
8463-294828-0017.wav                     | 9.30       | 0.8610     | 0.0926    
8463-294828-0004.wav                     | 2.34       | 0.2188     | 0.0935    
8463-294828-0000.wav                     | 3.62       | 0.3374     | 0.0933    
8463-294828-0027.wav                     | 5.98       | 0.5663     | 0.0947    
8463-294828-0021.wav                     | 2.73       | 0.2531     | 0.0925    
8463-294828-0002.wav                     | 6.19       | 0.5858     | 0.0946    
8463-294828-0035.wav                     | 14.96      | 1.4119     | 0.0944    
8463-294828-0019.wav                     | 4.53       | 0.4025     | 0.0888    
8463-294828-0018.wav                     | 2.94       | 0.2426     | 0.0824    
8463-294828-0037.wav                     | 5.37       | 0.4961     | 0.0924    
8463-294828-0008.wav                     | 2.65       | 0.2470     | 0.0932    
8463-294828-0011.wav                     | 3.91       | 0.3353     | 0.0858    
8463-294828-0033.wav                     | 6.37       | 0.5854     | 0.0920    
8463-294828-0009.wav                     | 4.17       | 0.3708     | 0.0889    
8463-294828-0013.wav                     | 7.20       | 0.6810     | 0.0946    
8463-294828-0006.wav                     | 7.32       | 0.6826     | 0.0933    
8463-294828-0014.wav                     | 5.72       | 0.5316     | 0.0929    
8463-294828-0038.wav                     | 13.14      | 1.2336     | 0.0939    
8463-294828-0003.wav                     | 9.34       | 0.8559     | 0.0916    
8463-294828-0024.wav                     | 1.98       | 0.1632     | 0.0826    
8463-294828-0016.wav                     | 3.29       | 0.3077     | 0.0934    
8463-294828-0015.wav                     | 4.88       | 0.4700     | 0.0963    
8463-294828-0023.wav                     | 4.75       | 0.4369     | 0.0921    
8463-294828-0025.wav                     | 1.99       | 0.1550     | 0.0779    
8463-294828-0005.wav                     | 2.44       | 0.2128     | 0.0872    
8463-294828-0012.wav                     | 4.91       | 0.4689     | 0.0956    
8463-294828-0022.wav                     | 2.35       | 0.2194     | 0.0932    
8463-294828-0031.wav                     | 7.76       | 0.7360     | 0.0948    
8230-279154-0004.wav                     | 14.06      | 1.3121     | 0.0933    
8230-279154-0009.wav                     | 16.91      | 1.5931     | 0.0942    
8230-279154-0037.wav                     | 20.54      | 1.9292     | 0.0939    
8230-279154-0000.wav                     | 8.80       | 0.8340     | 0.0947    
8230-279154-0025.wav                     | 21.78      | 2.0460     | 0.0939    
8230-279154-0016.wav                     | 10.60      | 0.9783     | 0.0923    
8230-279154-0033.wav                     | 11.69      | 1.0995     | 0.0941    
8230-279154-0034.wav                     | 14.51      | 1.3834     | 0.0953    
8230-279154-0031.wav                     | 12.66      | 1.2131     | 0.0958    
8230-279154-0028.wav                     | 11.56      | 1.0680     | 0.0924    
8230-279154-0010.wav                     | 15.19      | 1.4291     | 0.0941    
8230-279154-0022.wav                     | 6.44       | 0.5769     | 0.0896    
8230-279154-0008.wav                     | 3.62       | 0.3327     | 0.0919    
8230-279154-0032.wav                     | 3.88       | 0.3352     | 0.0864    
8230-279154-0023.wav                     | 6.26       | 0.5699     | 0.0910    
8230-279154-0040.wav                     | 16.70      | 1.5711     | 0.0941    
8230-279154-0024.wav                     | 6.34       | 0.5766     | 0.0909    
8230-279154-0011.wav                     | 6.25       | 0.5927     | 0.0948    
8230-279154-0001.wav                     | 17.38      | 1.6527     | 0.0951    
8230-279154-0041.wav                     | 14.95      | 1.4696     | 0.0983    
8230-279154-0030.wav                     | 7.28       | 0.6877     | 0.0945    
8230-279154-0015.wav                     | 8.05       | 0.7611     | 0.0945    
8230-279154-0035.wav                     | 7.55       | 0.7265     | 0.0962    
8230-279154-0006.wav                     | 7.51       | 0.7079     | 0.0943    
8230-279154-0021.wav                     | 6.56       | 0.6259     | 0.0954    
8230-279154-0019.wav                     | 18.14      | 1.8040     | 0.0994    
8230-279154-0036.wav                     | 3.23       | 0.2782     | 0.0860    
8230-279154-0014.wav                     | 7.94       | 0.7348     | 0.0925    
8230-279154-0005.wav                     | 7.72       | 0.7181     | 0.0930    
8230-279154-0013.wav                     | 14.56      | 1.4070     | 0.0966    
8230-279154-0029.wav                     | 8.54       | 0.7998     | 0.0937    
8230-279154-0012.wav                     | 3.64       | 0.3391     | 0.0932    
8230-279154-0039.wav                     | 4.59       | 0.4488     | 0.0978    
8230-279154-0038.wav                     | 22.49      | 2.1761     | 0.0968    
8230-279154-0026.wav                     | 9.30       | 0.8638     | 0.0929    
8230-279154-0027.wav                     | 11.13      | 1.0410     | 0.0935    
8230-279154-0017.wav                     | 7.93       | 0.7304     | 0.0921    
8230-279154-0018.wav                     | 11.85      | 1.1317     | 0.0955    
8230-279154-0002.wav                     | 16.48      | 1.5763     | 0.0957    
8230-279154-0042.wav                     | 18.76      | 1.7713     | 0.0944    
8230-279154-0003.wav                     | 3.19       | 0.2749     | 0.0860    
8230-279154-0007.wav                     | 15.90      | 1.5117     | 0.0950    
8230-279154-0020.wav                     | 7.83       | 0.7632     | 0.0974    
8230-279154-0043.wav                     | 24.48      | 2.3152     | 0.0946    
5105-28241-0017.wav                      | 12.76      | 1.2041     | 0.0944    
5105-28241-0006.wav                      | 7.55       | 0.7205     | 0.0954    
5105-28241-0014.wav                      | 3.00       | 0.2781     | 0.0929    
5105-28241-0018.wav                      | 12.83      | 1.2208     | 0.0952    
5105-28241-0003.wav                      | 3.98       | 0.3756     | 0.0944    
5105-28241-0012.wav                      | 6.78       | 0.6287     | 0.0928    
5105-28241-0001.wav                      | 21.02      | 2.0119     | 0.0957    
5105-28241-0019.wav                      | 5.29       | 0.4896     | 0.0925    
5105-28241-0010.wav                      | 2.31       | 0.1824     | 0.0790    
5105-28241-0011.wav                      | 13.71      | 1.3009     | 0.0949    
5105-28241-0007.wav                      | 1.88       | 0.1583     | 0.0842    
5105-28241-0002.wav                      | 10.96      | 1.0712     | 0.0977    
5105-28241-0000.wav                      | 6.46       | 0.6026     | 0.0933    
5105-28241-0008.wav                      | 8.54       | 0.8557     | 0.1002    
5105-28241-0004.wav                      | 17.41      | 1.6758     | 0.0962    
5105-28241-0005.wav                      | 8.41       | 0.7897     | 0.0938    
5105-28241-0015.wav                      | 29.14      | 2.7418     | 0.0941    
5105-28241-0016.wav                      | 6.29       | 0.5804     | 0.0923    
5105-28241-0009.wav                      | 7.01       | 0.6522     | 0.0930    
5105-28241-0013.wav                      | 4.82       | 0.4262     | 0.0884    
5105-28233-0004.wav                      | 4.74       | 0.4326     | 0.0914    
5105-28233-0009.wav                      | 14.60      | 1.4212     | 0.0974    
5105-28233-0010.wav                      | 13.60      | 1.2853     | 0.0945    
5105-28233-0006.wav                      | 5.50       | 0.4892     | 0.0889    
5105-28233-0005.wav                      | 11.39      | 1.0817     | 0.0950    
5105-28233-0001.wav                      | 4.49       | 0.4089     | 0.0911    
5105-28233-0007.wav                      | 26.14      | 2.4839     | 0.0950    
5105-28233-0000.wav                      | 4.51       | 0.4003     | 0.0888    
5105-28233-0008.wav                      | 10.73      | 1.0251     | 0.0955    
5105-28233-0002.wav                      | 8.29       | 0.7771     | 0.0938    
5105-28233-0003.wav                      | 14.81      | 1.4035     | 0.0948    
5105-28240-0003.wav                      | 5.51       | 0.5236     | 0.0949    
5105-28240-0000.wav                      | 5.46       | 0.4922     | 0.0902    
5105-28240-0002.wav                      | 4.01       | 0.3699     | 0.0922    
5105-28240-0005.wav                      | 7.40       | 0.6889     | 0.0931    
5105-28240-0015.wav                      | 8.53       | 0.7936     | 0.0931    
5105-28240-0014.wav                      | 3.07       | 0.2719     | 0.0886    
