nohup: ignoring input
------------------------------------------------------------------------------------------
ASR 首字延迟(TTFT) 纯净测试
并发数: 49 | 分片: 0.1s | 排除 BERT 干扰
4507-16021-0014.wav            | 1.4239     | NOW
4507-16021-0001.wav            | 1.6622     | IT EN
4507-16021-0018.wav            | 1.3698     | WHAT
4507-16021-0038.wav            | 1.1051     | IN
4507-16021-0040.wav            | 1.4338     | ONE
4507-16021-0029.wav            | 1.4141     | TO
6930-81414-0024.wav            | 1.1182     | MY TO
4507-16021-0039.wav            | 1.6631     | ONE
6930-81414-0013.wav            | 1.1319     | I
6930-81414-0006.wav            | 1.3539     | WHAT
4507-16021-0036.wav            | 1.3010     | FA
6930-81414-0008.wav            | 1.1786     | IT
6930-81414-0017.wav            | 1.0578     | I
6930-81414-0007.wav            | 1.0829     | NOTHING
4507-16021-0025.wav            | 1.4112     | TO
6930-81414-0001.wav            | 1.0698     | I
6930-81414-0020.wav            | 1.3537     | I
6930-81414-0016.wav            | 1.1188     | BUT
6930-81414-0027.wav            | 1.2835     | FOR
4507-16021-0010.wav            | 1.4490     | WE HAVE
6930-81414-0018.wav            | 1.0237     | I RE
4507-16021-0024.wav            | 1.6646     | ALGEB
4507-16021-0021.wav            | 1.4510     | THE
4507-16021-0035.wav            | 1.7270     | TRUE
